e1x,e2x,e1y,e2y,dist_eyes,nx,ny,nx+nw,ny+nh,nose_size,mx,my,mx+mw,my+mh,mouth_size
35,67,39,44,32.38826948,31,54,58,76,594,27,82,55,99,476
35,67,39,44,32.38826948,29,55,56,78,621,23,82,50,98,432
35,67,39,44,32.38826948,30,53,57,75,594,25,78,58,97,627
68,34,43,38,34.36568055,29,53,56,75,594,23,79,56,99,660
67,33,42,37,34.36568055,27,50,63,80,1080,24,73,65,97,984
33,68,41,41,35,30,54,62,80,832,30,82,58,98,448
68,33,39,40,35.0142828,32,54,60,77,644,31,81,59,98,476
34,69,39,43,35.22782991,29,54,57,77,644,28,82,56,98,448
67,33,43,41,34.05877273,29,53,54,74,525,23,80,54,98,558
67,33,43,41,34.05877273,29,53,55,75,572,24,79,56,98,608
35,68,38,45,33.73425559,29,53,56,76,621,24,79,56,98,608
35,68,38,45,33.73425559,30,53,53,72,437,22,77,57,98,735
73,33,46,39,40.60788101,26,54,60,82,952,22,77,57,98,735
69,34,45,41,35.22782991,27,55,59,82,864,23,80,51,97,476
31,69,39,47,38.83297568,25,56,57,83,864,23,80,51,97,476
66,33,41,35,33.54101966,26,49,61,78,1015,24,72,65,96,984
33,67,41,47,34.525353,26,57,58,83,832,24,72,65,96,984
34,69,39,45,35.51056181,27,55,59,82,864,23,81,51,97,448
35,67,39,44,32.38826948,28,53,56,76,644,20,73,63,99,1118
35,65,41,45,30.2654919,29,55,56,77,594,24,80,56,99,608
35,65,41,45,30.2654919,30,55,56,77,572,23,78,57,98,680
35,65,41,45,30.2654919,29,55,55,77,572,22,79,55,99,660
68,34,46,41,34.36568055,29,55,55,76,546,22,79,55,99,660
68,34,46,41,34.36568055,32,55,61,79,696,32,81,60,98,476
32,66,40,41,34.0147027,29,55,59,80,750,30,81,58,98,476
32,67,40,47,35.6931366,27,55,55,78,644,21,82,49,98,448
32,67,40,47,35.6931366,27,49,63,79,1080,28,79,59,97,558
66,34,40,36,32.24903099,27,49,61,77,952,24,72,62,95,874
67,32,48,42,35.51056181,26,58,54,81,644,24,72,62,95,874
67,32,48,42,35.51056181,30,53,58,76,644,24,80,55,99,589
67,32,48,42,35.51056181,31,53,56,74,525,24,80,55,99,589
35,66,39,44,31.40063694,30,54,53,73,437,25,79,57,98,608
67,34,45,38,33.73425559,28,54,55,76,594,25,79,57,98,608
67,36,43,39,31.25699922,31,54,54,73,437,21,78,54,98,660
36,69,37,46,34.20526275,30,54,57,76,594,21,78,54,98,660
36,69,37,46,34.20526275,31,53,57,74,546,21,79,55,99,680
37,66,37,43,29.61418579,32,51,57,72,525,22,74,60,97,874
37,66,37,43,29.61418579,28,55,54,77,572,22,74,60,97,874
37,66,37,43,29.61418579,28,50,62,78,952,24,75,61,97,814
33,67,40,46,34.525353,29,55,56,77,594,24,82,52,99,476
34,69,38,44,35.51056181,29,55,56,78,621,24,82,52,99,476
34,64,40,43,30.14962686,29,54,54,75,525,27,80,58,98,558
32,67,40,43,35.12833614,28,53,57,77,696,26,82,53,98,432
32,67,39,42,35.12833614,28,53,58,78,750,25,82,53,98,448
35,68,40,44,33.24154028,32,55,55,74,437,28,80,58,98,540
35,69,38,42,34.23448554,29,53,58,77,696,28,80,58,98,540
68,34,42,39,34.13209633,29,53,58,77,696,26,80,59,100,660
35,69,41,42,34.0147027,29,53,57,76,644,26,80,59,100,660
35,68,39,43,33.24154028,29,53,56,75,594,25,80,55,98,540
33,66,35,41,33.54101966,27,50,61,78,952,24,73,64,97,960
69,35,47,42,34.36568055,29,57,55,79,572,24,73,64,97,960
35,68,40,45,33.37663854,28,55,55,78,621,24,82,53,99,493
36,67,38,43,31.40063694,28,52,56,75,644,23,80,53,98,540
35,67,38,42,32.24903099,30,51,55,72,525,22,78,54,97,608
35,67,38,42,32.24903099,30,53,54,73,480,22,78,56,98,680
68,32,43,38,36.34556369,28,55,56,78,644,22,78,56,98,680
33,68,39,42,35.12833614,29,56,58,80,696,22,78,56,98,680
34,68,37,43,34.525353,30,55,61,81,806,22,78,56,98,680
34,67,37,43,33.54101966,29,54,58,78,696,27,78,60,98,660
34,69,38,43,35.35533906,31,55,60,79,696,29,80,59,98,540
34,69,38,43,35.35533906,26,48,62,78,1080,24,72,66,97,1050
36,70,39,45,34.525353,30,54,59,78,696,24,72,66,97,1050
36,69,36,44,33.95585369,29,55,55,76,546,25,82,52,98,432
36,69,36,44,33.95585369,29,54,56,76,594,23,82,50,98,432
32,69,40,46,37.48332963,27,55,57,80,750,23,82,50,98,432
36,67,40,46,31.57530681,29,54,54,74,500,23,82,50,98,432
36,68,36,43,32.75667871,32,53,57,74,525,26,77,61,98,735
36,68,36,43,32.75667871,28,50,54,72,572,22,76,56,97,714
38,67,39,46,29.83286778,28,50,54,72,572,22,79,55,98,627
35,68,39,45,33.54101966,29,55,54,76,525,21,80,51,98,540
35,68,39,45,33.54101966,28,53,57,77,696,21,80,51,98,540
33,66,39,42,33.13608305,29,54,62,82,924,25,77,60,98,735
39,70,37,45,32.01562119,31,54,56,74,500,25,78,59,98,680
34,68,38,46,34.92849839,28,54,55,76,594,18,80,47,97,493
34,67,38,45,33.73425559,27,55,56,79,696,18,80,47,97,493
36,69,35,43,33.95585369,31,53,58,75,594,27,78,63,100,792
34,65,36,42,31.57530681,27,51,53,73,572,20,76,59,99,897
34,68,38,45,34.71310992,29,56,56,78,594,25,80,55,98,540
34,68,37,44,34.71310992,29,55,58,79,696,27,79,59,98,608
35,70,36,45,36.138622,30,56,56,78,572,27,79,59,98,608
67,38,43,37,29.61418579,30,53,57,75,594,24,78,60,100,792
34,67,40,45,33.37663854,27,56,54,78,594,20,80,48,96,448
67,32,42,37,35.35533906,28,53,62,81,952,24,75,61,97,814
69,36,46,39,33.73425559,29,56,57,79,644,24,75,61,97,814
69,36,46,39,33.73425559,28,55,53,76,525,21,81,49,98,476
64,31,46,39,33.73425559,23,56,53,81,750,19,82,45,98,416
35,66,40,42,31.06444913,31,53,58,75,594,27,78,61,98,680
35,68,39,44,33.37663854,30,54,58,77,644,27,78,61,98,680
35,67,39,44,32.38826948,28,54,58,79,750,25,81,55,99,540
35,67,39,44,32.38826948,31,56,57,78,572,27,80,57,98,540
34,67,41,47,33.54101966,28,58,52,78,480,27,80,57,98,540
34,67,41,47,33.54101966,29,56,56,78,594,27,80,57,98,540
35,67,36,44,32.984845,30,54,54,74,480,24,79,57,99,660
32,67,37,42,35.35533906,28,54,63,83,1015,25,76,60,97,735
34,67,36,45,34.20526275,29,54,54,74,500,23,79,54,98,589
35,67,35,46,33.83784863,30,55,53,74,437,23,79,55,98,608
36,69,39,45,33.54101966,30,54,54,74,480,22,79,55,99,660
36,68,40,45,32.38826948,28,53,55,76,621,23,80,53,98,540
36,68,40,45,32.38826948,31,55,56,76,525,26,79,58,98,608
37,67,36,43,30.8058436,31,55,56,76,525,21,77,58,99,814
37,67,36,43,30.8058436,28,54,58,79,750,21,77,58,99,814
37,67,36,43,30.8058436,30,52,58,76,672,23,78,58,99,735
35,68,41,41,33,30,54,56,76,572,31,82,59,99,476
67,34,41,43,33.06055051,30,55,60,80,750,31,82,59,99,476
33,67,38,43,34.36568055,29,54,64,83,1015,31,82,59,99,476
33,67,38,43,34.36568055,28,55,57,79,696,30,82,58,99,476
33,67,38,43,34.36568055,27,55,56,79,696,26,82,54,98,448
36,67,38,45,31.78049716,30,56,51,74,378,24,78,57,98,660
37,71,39,46,34.71310992,29,56,58,80,696,24,78,57,98,660
36,68,39,45,32.55764119,30,55,55,75,500,23,80,54,98,558
34,66,38,44,32.55764119,28,54,52,74,480,23,81,52,98,493
33,65,41,40,32.01562119,33,50,64,75,775,29,68,68,91,897
68,34,41,37,34.23448554,34,48,68,77,986,29,68,68,91,897
68,33,42,35,35.6931366,34,48,68,77,986,28,73,68,97,960
30,68,32,35,38.11823711,37,50,63,71,546,25,69,64,92,897
33,65,40,43,32.14031736,31,54,62,80,806,26,76,62,97,756
30,64,38,38,34,33,50,59,72,572,26,76,62,97,756
30,66,37,33,36.22154055,29,45,64,74,1015,29,71,70,95,984
68,33,42,35,35.6931366,29,45,64,74,1015,28,73,68,97,960
30,66,36,37,36.01388621,34,49,62,72,644,28,69,69,93,984
65,30,38,40,35.05709629,34,53,62,76,644,28,72,68,96,960
29,69,36,37,40.01249805,29,52,58,76,696,30,82,58,98,448
34,70,36,38,36.05551275,41,55,67,76,546,30,74,67,96,814
34,70,36,38,36.05551275,41,55,67,76,546,30,74,67,96,814
28,67,39,40,39.01281841,33,57,60,80,621,30,81,59,98,493
33,67,37,37,34,32,48,63,74,806,30,69,67,91,814
34,65,39,42,31.144823,30,54,63,81,891,26,74,64,97,874
32,64,38,36,32.06243908,35,51,59,71,480,32,72,64,91,608
31,66,39,39,35,34,52,62,76,672,29,75,64,96,735
31,66,40,36,35.22782991,34,50,62,73,644,29,75,64,96,735
34,67,40,42,33.06055051,34,50,62,73,644,35,79,66,97,558
66,31,35,35,35,31,47,67,77,1080,35,79,66,97,558
32,69,37,39,37.05401463,44,57,67,76,437,29,72,72,97,1075
32,69,37,39,37.05401463,30,47,67,77,1110,29,72,72,97,1075
32,69,37,39,37.05401463,31,48,67,78,1080,29,72,72,97,1075
29,64,37,38,35.0142828,32,51,64,77,832,29,72,72,97,1075
32,67,37,38,35.0142828,35,52,66,78,806,29,72,72,97,1075
71,29,37,35,42.04759208,28,48,65,78,1110,28,79,59,98,589
33,66,40,43,33.13608305,30,53,63,80,891,25,75,62,97,814
30,68,38,37,38.01315562,33,53,68,82,1015,25,75,62,97,814
29,66,39,37,37.05401463,33,54,66,81,891,25,75,62,97,814
31,67,38,36,36.05551275,32,53,65,80,891,25,75,62,97,814
67,32,37,40,35.12833614,34,54,66,81,864,35,82,63,98,448
32,65,39,37,33.06055051,34,54,64,79,750,35,82,63,98,448
67,31,36,37,36.01388621,33,52,65,78,832,35,82,63,98,448
31,67,38,36,36.05551275,36,54,67,80,806,35,82,63,98,448
30,70,37,36,40.01249805,35,53,68,81,924,26,59,81,92,1815
31,68,39,38,37.01351105,34,52,67,79,891,26,59,81,92,1815
31,70,38,38,39,35,52,69,80,952,26,59,81,92,1815
33,64,39,42,31.144823,29,53,62,80,891,24,73,64,97,960
30,69,37,36,39.01281841,29,53,62,80,891,24,73,64,97,960
30,69,37,36,39.01281841,29,53,62,80,891,32,82,61,99,493
30,68,39,37,38.05259518,33,53,68,82,1015,32,82,61,99,493
30,69,39,37,39.05124838,33,52,68,81,1015,31,80,62,99,589
31,67,40,39,36.01388621,32,53,66,81,952,32,82,60,99,476
67,31,37,39,36.05551275,33,53,68,82,1015,32,82,60,99,476
32,69,39,36,37.12142239,34,52,68,80,952,32,81,62,99,540
30,69,37,37,39,31,52,68,82,1110,32,81,62,99,540
30,67,38,37,37.01351105,32,53,67,82,1015,32,81,62,99,540
31,67,39,38,36.01388621,32,53,66,82,986,32,83,59,99,432
33,64,39,42,31.144823,28,52,61,79,891,24,72,63,95,897
31,68,38,36,37.05401463,33,52,68,81,1015,31,80,62,98,558
69,32,35,38,37.12142239,32,51,69,82,1147,28,80,59,99,589
68,30,36,36,38,31,51,67,81,1080,28,80,59,99,589
29,67,36,36,38,34,53,67,80,891,28,80,59,99,589
28,67,37,36,39.01281841,34,53,67,80,891,28,80,59,99,589
29,67,37,36,38.01315562,34,53,67,80,891,34,82,62,99,476
29,67,38,38,38,34,54,67,81,891,31,82,59,99,476
67,30,37,38,37.01351105,32,52,67,81,1015,31,82,59,99,476
30,68,38,37,38.01315562,35,53,68,80,891,31,82,59,99,476
29,69,36,35,40.01249805,35,53,70,82,1015,31,82,59,99,476
31,63,35,42,32.75667871,27,51,59,77,832,25,75,62,97,814
29,67,38,37,38.01315562,34,53,67,81,924,25,75,62,97,814
29,68,36,36,39,34,53,67,80,891,30,82,58,98,448
28,66,37,35,38.05259518,36,53,69,80,891,34,82,63,99,493
26,66,37,36,40.01249805,34,52,67,80,924,26,61,74,90,1392
26,66,35,35,40,33,52,68,81,1015,32,82,60,99,476
26,63,36,35,37.01351105,33,52,68,81,1015,32,82,60,99,476
28,65,38,37,37.01351105,32,51,68,81,1080,32,82,60,99,476
68,28,36,35,40.01249805,31,49,67,79,1080,28,81,57,99,522
28,66,36,37,38.01315562,33,54,65,80,832,28,81,57,98,493
28,68,37,37,40,33,54,69,84,1080,28,81,57,98,493
32,65,37,41,33.24154028,26,50,60,78,952,23,73,62,96,897
33,72,38,36,39.05124838,37,53,72,82,1015,33,81,62,99,522
29,65,34,37,36.12478374,29,49,66,79,1110,31,78,63,97,608
28,68,35,37,40.04996879,30,51,67,81,1110,30,82,57,98,432
69,30,38,36,39.05124838,32,51,68,81,1080,30,82,58,99,476
31,65,37,39,34.05877273,37,55,61,75,480,25,74,63,97,874
66,31,36,39,35.12833614,35,54,64,78,696,25,74,63,97,874
28,63,37,38,35.0142828,35,54,64,78,696,32,82,59,98,432
29,66,37,37,37,34,54,66,81,864,22,58,79,92,1938
28,65,37,38,37.01351105,37,55,64,77,594,30,81,59,98,493
33,70,38,39,37.01351105,31,50,68,81,1147,30,81,60,99,540
33,70,38,39,37.01351105,27,49,59,76,864,23,73,62,96,897
33,70,37,39,37.05401463,31,50,68,80,1110,30,80,60,98,540
71,31,39,37,40.04996879,31,49,68,80,1147,29,80,59,98,540
32,71,36,39,39.11521443,30,49,68,80,1178,29,80,59,98,540
32,70,36,37,38.01315562,32,50,68,80,1080,29,80,59,98,540
66,30,37,38,36.01388621,34,54,64,79,750,29,80,59,98,540
33,66,38,37,33.01514804,36,54,65,78,696,29,80,59,98,540
68,33,37,38,35.0142828,35,54,64,78,696,29,80,59,98,540
67,32,37,38,35.0142828,36,55,65,79,696,29,80,59,98,540
29,65,37,36,36.01388621,38,56,63,77,525,29,80,59,98,540
31,67,38,36,36.05551275,35,53,67,79,832,29,80,59,98,540
31,67,38,36,36.05551275,35,53,67,79,832,17,78,50,98,660
66,28,37,37,38,35,55,67,81,832,17,78,50,98,660
29,69,36,36,40,35,53,68,80,891,34,82,62,99,476
29,69,36,36,40,34,53,65,79,806,32,81,61,98,493
33,68,37,40,35.12833614,32,51,67,80,1015,32,81,61,98,493
30,65,37,40,35.12833614,31,53,61,78,750,29,77,62,96,627
66,28,35,38,38.11823711,33,53,66,80,891,29,77,62,96,627
66,28,35,38,38.11823711,33,53,66,80,891,28,66,76,95,1392
29,68,37,35,39.05124838,31,51,67,81,1080,28,66,76,95,1392
31,67,37,36,36.01388621,42,56,65,75,437,34,82,62,98,448
68,26,33,35,42.04759208,42,60,73,86,806,29,65,78,94,1421
68,26,33,35,42.04759208,26,53,58,80,864,22,73,60,96,874
26,69,36,35,43.01162634,26,53,58,80,864,22,73,60,96,874
29,65,36,36,36,36,54,61,74,500,28,78,59,97,589
67,30,36,37,37.01351105,31,53,66,82,1015,15,60,79,98,2432
27,68,34,35,41.01219331,31,51,68,82,1147,15,60,79,98,2432
31,66,40,39,35.0142828,33,54,65,80,832,15,60,79,98,2432
31,66,40,39,35.0142828,30,50,72,85,1470,15,60,79,98,2432
31,66,40,39,35.0142828,30,50,72,85,1470,15,60,79,98,2432
29,68,36,39,39.11521443,30,51,66,81,1080,15,60,79,98,2432
26,72,36,34,46.04345773,33,57,71,89,1216,23,63,81,97,1972
28,64,38,36,36.05551275,38,57,63,78,525,31,82,59,99,476
60,30,43,38,30.41381265,25,52,57,79,864,20,73,58,95,836
30,67,39,35,37.21558813,34,53,68,81,952,20,73,58,95,836
67,38,33,33,29,39,46,70,72,806,36,73,68,92,608
66,29,36,38,37.05401463,34,53,67,80,891,36,73,68,92,608
66,30,35,37,36.05551275,34,52,67,79,891,35,82,63,98,448
29,65,38,37,36.01388621,35,54,64,78,696,18,63,75,97,1938
31,67,38,36,36.05551275,36,54,65,78,696,18,63,75,97,1938
31,67,38,36,36.05551275,36,54,65,78,696,28,65,80,96,1612
32,67,37,37,35,37,52,67,77,750,28,65,80,96,1612
32,67,33,33,35,37,52,67,77,750,34,77,65,96,589
27,67,33,33,40,36,52,67,78,806,31,63,64,83,660
64,54,38,36,10.19803903,27,50,58,76,806,19,63,73,95,1728
29,65,37,38,36.01388621,34,53,66,79,832,26,60,73,88,1316
30,66,37,38,36.01388621,36,54,65,78,696,26,60,73,88,1316
30,65,38,38,35,35,54,67,80,832,26,59,79,90,1643
66,28,36,36,38,35,53,66,79,806,32,63,69,85,814
30,65,37,38,35.0142828,34,54,65,80,806,30,82,58,99,476
31,65,39,40,34.0147027,37,55,65,78,644,31,82,59,99,476
31,67,38,39,36.01388621,34,54,65,80,806,20,61,79,96,2065
30,67,38,38,37,32,51,66,79,952,20,61,79,96,2065
31,68,34,35,37.01351105,32,48,67,77,1015,28,79,60,98,608
30,66,37,39,36.05551275,35,54,65,78,720,28,79,60,98,608
29,71,35,39,42.19004622,27,49,66,81,1248,30,82,58,99,476
34,68,40,44,34.23448554,29,54,63,82,952,30,82,58,99,476
67,32,35,34,35.0142828,32,49,65,77,924,29,81,57,98,476
68,33,40,37,35.12833614,36,53,68,79,832,36,83,62,99,416
67,29,38,37,38.01315562,34,52,68,80,952,36,83,62,99,416
28,68,37,39,40.04996879,33,52,68,81,1015,36,83,62,99,416
66,29,36,36,37,34,51,68,79,952,27,79,58,98,589
30,64,37,38,34.0147027,35,53,68,80,891,27,80,58,98,558
29,64,36,39,35.12833614,34,52,66,79,864,27,80,58,98,558
28,64,37,39,36.05551275,34,53,65,79,806,27,79,57,97,540
30,69,37,39,39.05124838,35,53,68,80,891,28,80,58,98,540
27,66,36,37,39.01281841,33,52,68,81,1015,28,80,58,98,540
31,61,38,39,30.01666204,26,50,61,79,1015,26,74,62,95,756
31,66,37,39,35.05709629,34,53,66,80,864,27,77,62,98,735
27,64,37,38,37.01351105,30,52,66,82,1080,27,81,55,98,476
29,67,37,37,38,31,52,66,81,1015,28,80,58,98,540
30,67,39,40,37.01351105,32,53,67,82,1015,39,65,65,80,390
30,66,37,36,36.01388621,34,52,65,78,806,39,65,65,80,390
30,67,38,38,37,34,53,66,80,864,31,66,64,86,660
31,66,40,39,35.0142828,34,52,65,77,775,31,66,64,86,660
29,65,38,38,36,36,54,63,76,594,31,66,64,86,660
30,67,38,37,37.01351105,36,54,67,79,775,31,66,64,86,660
33,67,38,38,34,37,55,66,79,696,31,66,64,86,660
63,32,37,38,31.01612484,28,50,62,79,986,30,77,63,97,660
31,68,37,40,37.12142239,32,52,63,78,806,29,77,62,97,660
30,71,35,38,41.10960958,27,48,67,82,1360,32,81,60,98,476
30,68,37,41,38.20994635,29,52,63,81,986,29,80,59,98,540
34,70,38,40,36.05551275,33,50,67,78,952,24,68,70,95,1242
67,33,39,38,34.0147027,32,50,64,77,864,24,68,70,95,1242
37,71,36,36,34,33,47,69,77,1080,24,68,70,95,1242
33,68,34,40,35.51056181,35,51,62,73,594,27,73,66,96,897
31,69,34,40,38.47076812,34,54,61,76,594,28,78,62,99,714
32,66,36,39,34.13209633,29,48,64,77,1015,22,69,66,95,1144
34,68,35,40,34.36568055,29,47,66,78,1147,28,75,64,97,792
33,63,39,38,30.01666204,29,49,63,77,952,30,73,64,94,714
71,30,40,36,41.19465985,29,49,63,77,952,30,83,57,99,432
68,30,40,39,38.01315562,31,53,66,82,1015,29,81,58,98,493
33,72,36,37,39.01281841,33,51,69,81,1080,29,81,58,98,493
31,69,39,39,38,31,53,67,83,1080,31,82,59,99,476
31,69,39,39,38,30,53,66,83,1080,31,82,59,99,476
32,68,38,38,36,37,56,64,78,594,31,81,59,97,448
67,31,39,36,36.12478374,31,51,66,80,1015,29,81,59,99,540
29,67,36,39,38.11823711,30,50,66,80,1080,29,81,58,98,493
33,72,36,38,39.05124838,30,50,66,80,1080,32,80,62,98,540
30,69,35,40,39.3192065,32,53,62,78,750,29,80,61,99,608
33,63,37,37,30,30,49,63,77,924,30,73,66,94,756
69,29,38,35,40.11234224,33,53,63,78,750,27,77,60,97,660
31,71,37,39,40.04996879,31,51,67,81,1080,30,80,60,98,540
64,31,38,40,33.06055051,39,59,61,77,396,33,82,60,98,432
28,66,35,33,38.05259518,39,55,66,78,621,33,82,60,98,432
67,29,33,36,38.11823711,35,54,67,81,864,33,82,60,98,432
67,30,35,37,37.05401463,37,55,66,79,696,31,82,59,98,448
32,68,37,34,36.12478374,37,54,68,80,806,33,82,60,98,432
29,67,35,35,38,35,54,66,80,806,31,83,58,99,432
31,68,36,35,37.01351105,39,56,66,78,594,31,83,58,99,432
28,65,36,36,37,35,53,66,79,806,32,83,59,99,432
28,65,36,36,37,30,52,64,80,952,32,79,63,97,558
28,65,36,36,37,35,49,59,69,480,26,71,59,91,660
33,69,36,39,36.12478374,35,49,59,69,480,27,80,57,98,540
30,69,36,40,39.20459157,29,50,65,80,1080,27,80,57,98,540
71,37,40,35,34.36568055,33,55,63,80,750,27,80,57,98,540
33,68,35,40,35.35533906,35,50,63,73,644,27,72,64,94,814
31,69,38,40,38.05259518,30,52,65,81,1015,28,82,56,98,448
68,31,40,39,37.01351105,31,53,64,80,891,28,82,56,98,448
66,31,38,38,35,32,53,65,80,891,28,82,56,98,448
30,66,39,38,36.01388621,33,54,65,80,832,28,82,56,98,448
30,66,39,38,36.01388621,33,54,64,80,806,30,82,58,99,476
30,66,39,38,36.01388621,29,50,62,77,891,29,74,65,95,756
29,65,39,38,36.01388621,33,55,65,81,832,31,82,59,99,476
32,68,39,39,36,34,54,65,80,806,31,82,59,99,476
24,69,36,36,45,34,54,65,80,806,24,62,82,96,1972
30,61,38,39,31.01612484,37,56,64,78,594,34,83,61,99,432
30,68,38,42,38.20994635,30,52,64,80,952,34,83,61,99,432
32,68,37,39,36.05551275,30,50,67,80,1110,34,83,61,99,432
29,68,35,38,39.11521443,28,50,65,81,1147,26,83,53,99,432
32,70,36,37,38.01315562,31,51,67,81,1080,32,82,60,99,476
32,71,38,37,39.01281841,32,53,66,81,952,30,82,58,98,448
31,67,39,38,36.01388621,30,53,65,82,1015,30,82,58,98,448
65,30,45,31,37.69615365,29,54,64,83,1015,26,80,57,99,589
33,68,38,37,35.0142828,33,52,65,79,864,26,80,57,99,589
33,67,38,37,34.0147027,33,51,65,77,832,26,80,57,99,589
33,66,39,38,33.01514804,35,53,64,77,696,28,76,63,97,735
69,32,39,39,37,33,53,66,80,891,25,71,69,98,1188
68,31,38,39,37.01351105,32,52,67,81,1015,17,60,80,98,2394
32,73,34,37,41.10960958,27,49,72,86,1665,27,73,69,98,1050
31,68,37,40,37.12142239,27,49,72,86,1665,15,59,77,96,2294
34,71,38,40,37.05401463,32,52,68,82,1080,22,59,78,92,1848
30,64,39,37,34.05877273,34,53,64,78,750,22,59,78,92,1848
33,67,36,38,34.05877273,32,48,66,76,952,22,59,78,92,1848
33,67,36,38,34.05877273,29,53,65,83,1080,27,75,65,98,874
67,34,37,35,33.06055051,31,47,66,76,1015,27,75,65,98,874
68,31,38,35,37.12142239,28,48,66,80,1216,27,75,65,98,874
34,67,36,38,33.06055051,31,48,66,77,1015,26,70,68,95,1050
29,65,38,37,36.01388621,33,54,65,80,832,26,60,73,88,1316
70,32,41,39,38.05259518,32,51,66,79,952,26,60,73,88,1316
31,66,39,39,35,35,53,64,77,696,26,60,73,88,1316
31,66,40,39,35.0142828,33,54,66,81,891,20,57,82,94,2294
31,67,40,41,36.01388621,31,52,65,80,952,20,57,82,94,2294
31,67,39,40,36.01388621,31,52,65,81,986,20,57,82,94,2294
32,65,39,39,33,31,50,63,77,864,20,57,82,94,2294
32,66,39,42,34.13209633,29,55,66,85,1110,20,57,82,94,2294
71,35,38,37,36.01388621,32,50,68,80,1080,20,57,82,94,2294
30,68,37,36,38.01315562,29,51,69,84,1320,20,57,82,94,2294
30,67,37,36,37.01351105,31,51,67,81,1080,20,57,82,94,2294
68,31,37,39,37.05401463,31,52,66,81,1015,20,57,82,94,2294
69,32,39,38,37.01351105,31,52,65,80,952,20,57,82,94,2294
69,32,39,38,37.01351105,37,55,66,79,696,34,82,61,98,432
29,64,37,38,35.0142828,32,53,66,81,952,34,82,61,98,432
31,69,39,40,38.01315562,32,53,68,83,1080,34,82,61,98,432
29,67,38,40,38.05259518,31,53,65,81,952,34,82,61,98,432
30,67,39,38,37.01351105,34,55,66,82,864,19,60,81,97,2294
32,69,37,40,37.12142239,30,50,64,78,952,30,79,61,97,558
32,68,38,40,36.05551275,29,52,68,84,1248,30,79,61,97,558
29,66,37,37,37,32,53,65,81,924,30,79,61,97,558
28,64,37,37,36,31,53,63,80,864,30,79,61,97,558
30,66,37,37,36,33,53,68,82,1015,30,79,61,97,558
33,68,38,38,35,32,50,65,78,924,30,79,61,97,558
31,67,38,37,36.01388621,34,53,66,79,832,30,79,61,97,558
29,67,37,35,38.05259518,34,53,68,81,952,30,79,61,97,558
30,66,38,38,36,35,53,67,80,864,30,79,61,97,558
30,65,38,36,35.05709629,38,54,68,79,750,30,79,61,97,558
29,65,36,36,36,37,53,67,78,750,30,79,61,97,558
29,66,37,35,37.05401463,37,53,69,79,832,30,79,61,97,558
32,68,38,40,36.05551275,30,53,68,85,1216,30,80,61,98,558
29,68,37,35,39.05124838,37,53,66,77,696,30,80,61,98,558
30,66,36,35,36.01388621,38,54,65,77,621,30,80,61,98,558
30,68,36,35,38.01315562,39,54,68,78,696,30,76,66,98,792
34,67,36,35,33.01514804,35,49,71,79,1080,35,79,66,97,558
27,63,37,36,36.01388621,33,53,65,79,832,28,79,60,98,608
30,65,37,36,35.0142828,35,52,67,78,832,31,80,61,98,540
36,69,38,39,33.01514804,35,52,67,78,832,27,69,71,95,1144
34,67,38,41,33.13608305,34,51,67,78,891,27,69,71,95,1144
67,29,36,34,38.05259518,31,51,69,82,1178,27,69,71,95,1144
71,31,36,34,40.04996879,31,51,69,82,1178,31,77,66,98,735
30,66,38,41,36.12478374,28,53,64,83,1080,25,74,65,98,960
70,29,37,36,41.01219331,33,53,65,80,864,27,76,63,97,756
72,28,36,35,44.01136217,31,52,68,83,1147,27,76,63,97,756
31,68,37,37,37,30,49,67,80,1147,28,76,63,97,735
31,65,38,38,34,37,54,61,74,480,27,74,63,95,756
32,66,38,37,34.0147027,37,54,61,74,480,29,77,63,97,680
68,34,36,36,34,35,52,66,78,806,29,77,63,97,680
29,65,39,36,36.12478374,33,53,66,80,891,29,80,60,98,558
32,64,38,36,32.06243908,39,54,66,76,594,34,80,65,98,558
28,65,37,36,37.01351105,35,54,65,79,750,34,80,65,98,558
30,65,38,37,35.0142828,37,54,67,78,720,34,80,65,98,558
31,67,38,42,36.22154055,30,53,65,82,1015,27,74,66,97,897
69,34,40,39,35.0142828,40,55,68,78,644,27,74,66,97,897
28,67,36,36,39,36,53,66,78,750,32,81,61,98,493
28,67,36,36,39,31,48,67,78,1080,24,68,73,97,1421
26,68,38,36,42.04759208,29,50,67,82,1216,24,68,73,97,1421
26,68,38,36,42.04759208,33,54,66,81,891,32,73,69,95,814
62,27,35,40,35.35533906,36,56,59,75,437,26,73,64,96,874
66,31,36,40,35.22782991,30,54,70,87,1320,29,74,69,98,960
31,67,36,36,36,31,48,61,73,750,27,71,68,96,1025
32,67,39,38,35.0142828,33,51,60,74,621,28,75,64,97,792
32,67,37,37,35,34,50,62,73,644,29,74,66,96,814
31,66,38,42,35.22782991,27,52,63,81,1044,25,76,62,98,814
69,33,37,38,36.01388621,32,51,64,78,864,25,76,62,98,814
67,32,37,38,35.0142828,32,51,62,76,750,30,78,63,98,660
67,32,37,38,35.0142828,32,52,62,77,750,29,78,62,98,660
67,32,37,38,35.0142828,32,52,62,77,750,31,79,62,98,589
67,32,37,38,35.0142828,32,51,62,76,750,31,80,61,98,540
67,32,37,38,35.0142828,30,47,63,74,891,25,71,65,95,960
68,31,36,35,37.01351105,30,48,62,75,864,25,71,65,95,960
