e1x,e2x,e1y,e2y,dist_eyes,nx,ny,nx+nw,ny+nh,nose_size,mx,my,mx+mw,my+mh,mouth_size
68,31,36,35,37.01351105,29,48,63,76,952,27,73,68,97,984
31,67,38,36,36.05551275,29,49,63,77,952,26,73,65,96,897
31,67,38,36,36.05551275,29,49,61,76,864,25,70,67,95,1050
65,34,43,38,31.40063694,28,51,61,78,891,23,72,64,96,984
30,66,37,37,36,29,48,62,76,924,23,72,64,96,984
30,66,38,36,36.05551275,29,49,62,76,891,23,72,64,96,984
31,64,37,36,33.01514804,31,48,59,71,644,26,69,67,94,1025
30,64,36,34,34.05877273,30,47,59,71,696,25,68,67,93,1050
67,31,35,34,36.01388621,31,47,63,73,832,25,68,67,93,1050
68,32,34,35,36.01388621,30,47,64,75,952,25,68,67,93,1050
31,67,35,35,36,30,47,62,74,864,26,70,69,96,1118
31,65,39,38,34.0147027,31,49,61,74,750,26,70,69,96,1118
32,66,38,36,34.05877273,33,50,61,73,644,27,70,68,95,1025
32,66,38,36,34.05877273,33,50,62,74,696,29,70,70,94,984
31,65,37,42,34.36568055,25,51,61,81,1080,29,70,70,94,984
31,66,40,38,35.05709629,31,50,61,75,750,28,72,66,95,874
31,66,40,38,35.05709629,31,50,61,75,750,27,72,66,95,897
31,66,40,38,35.05709629,32,50,60,74,672,28,71,68,95,960
32,66,39,39,34,32,50,60,74,672,28,71,68,95,960
31,65,39,38,34.0147027,31,50,62,75,775,28,73,66,95,836
31,65,39,38,34.0147027,31,50,62,75,775,28,72,67,96,936
31,66,39,39,35,31,50,61,75,750,28,73,66,95,836
31,66,39,39,35,30,49,60,74,750,28,73,66,95,836
31,65,40,36,34.23448554,31,50,63,76,832,28,73,66,95,836
67,31,37,41,36.22154055,32,50,63,76,806,31,77,64,97,660
67,31,37,41,36.22154055,27,51,60,79,924,21,70,65,96,1144
31,67,39,37,36.05551275,33,49,62,73,696,31,74,68,96,814
64,31,36,42,33.54101966,32,50,61,74,696,31,75,67,96,756
64,31,38,41,33.13608305,33,50,61,73,644,31,73,70,96,897
65,30,38,40,35.05709629,31,50,62,75,775,31,73,70,96,897
30,66,39,35,36.22154055,31,49,61,74,750,31,75,68,97,814
29,65,40,35,36.34556369,31,49,62,75,806,31,75,68,97,814
29,65,40,35,36.34556369,30,49,62,75,832,30,74,68,97,874
64,32,37,41,32.24903099,32,51,60,74,644,31,74,69,97,874
66,31,37,41,35.22782991,32,50,61,74,696,31,74,69,97,874
65,31,36,41,34.36568055,31,50,62,75,775,32,77,66,98,714
64,33,42,37,31.40063694,27,51,60,79,924,32,77,66,98,714
66,31,37,40,35.12833614,33,49,63,74,750,31,74,68,96,814
32,68,38,37,36.01388621,33,48,65,75,864,31,74,68,96,814
30,68,37,40,38.11823711,32,48,64,74,832,30,77,64,97,680
33,69,38,39,36.01388621,34,48,67,75,891,30,77,64,97,680
33,69,38,39,36.01388621,34,47,66,74,864,29,74,68,97,897
70,33,38,37,37.01351105,32,48,66,77,986,30,78,63,98,660
70,33,38,37,37.01351105,32,49,64,75,832,31,78,63,97,608
70,33,38,37,37.01351105,33,49,62,73,696,26,73,66,97,960
69,32,38,39,37.01351105,32,48,64,74,832,28,75,67,99,936
69,32,38,39,37.01351105,33,47,62,71,696,26,69,73,97,1316
33,66,36,34,33.06055051,29,43,69,77,1360,29,70,68,93,897
33,66,36,34,33.06055051,32,48,63,74,806,25,72,68,98,1118
33,69,39,39,36,33,49,64,75,806,25,72,68,98,1118
34,69,38,38,35,32,48,64,75,864,25,72,68,98,1118
32,70,37,38,38.01315562,31,49,64,76,891,28,80,59,98,558
33,66,39,37,33.06055051,32,48,60,72,672,27,73,65,96,874
33,69,39,39,36,34,50,64,75,750,30,76,64,96,680
35,66,40,38,31.06444913,35,49,61,71,572,29,72,67,95,874
33,66,39,38,33.01514804,34,49,61,71,594,28,72,67,95,897
34,66,39,38,32.01562119,34,50,62,74,672,29,74,66,96,814
32,66,37,37,34,32,48,62,73,750,29,74,67,97,874
33,64,35,40,31.40063694,26,48,63,79,1147,26,73,64,96,874
32,68,35,34,36.01388621,30,43,70,76,1320,29,70,69,94,960
66,35,39,41,31.06444913,35,51,62,73,594,30,76,64,97,714
67,34,40,41,33.01514804,33,51,63,76,750,31,78,62,97,589
34,67,39,38,33.01514804,35,51,61,73,572,30,76,65,97,735
34,69,41,39,35.05709629,34,51,63,75,696,31,77,63,96,608
67,35,40,40,32,35,51,61,73,572,31,75,65,95,680
67,35,39,40,32.01562119,35,51,61,73,572,31,76,64,96,660
34,67,38,38,33,34,49,62,72,644,29,74,65,95,756
34,67,39,39,33,33,49,62,73,696,30,73,67,95,814
67,36,38,40,31.06444913,33,49,62,73,696,29,74,65,96,792
67,36,38,40,31.06444913,34,49,62,72,644,29,73,65,95,792
31,68,32,31,37.01351105,28,41,71,76,1505,29,73,65,95,792
34,67,37,37,33,34,49,62,72,644,30,73,67,95,814
34,67,37,37,33,34,50,63,74,696,29,73,68,96,897
67,30,38,40,37.05401463,30,49,62,76,864,27,74,65,97,874
30,65,35,34,35.0142828,30,48,60,72,720,25,71,65,95,960
30,65,35,34,35.0142828,32,51,62,76,750,29,75,67,97,836
30,65,35,34,35.0142828,31,51,63,77,832,30,77,63,97,660
31,67,37,36,36.01388621,32,49,61,73,696,28,72,68,96,960
33,69,37,35,36.05551275,32,48,63,74,806,29,72,69,96,960
33,68,38,38,35,32,49,64,76,864,29,75,66,97,814
34,69,39,38,35.0142828,33,50,64,75,775,32,75,68,96,756
67,31,30,32,36.05551275,26,39,70,76,1628,32,75,68,96,756
67,31,30,32,36.05551275,32,48,62,73,750,29,73,66,95,814
33,67,37,37,34,32,48,62,72,720,29,73,66,95,814
32,67,39,36,35.12833614,31,48,62,73,775,28,72,67,95,897
34,67,36,36,33,33,48,63,73,750,28,72,67,95,897
34,67,36,36,33,31,47,63,74,864,28,71,68,95,960
31,65,36,34,34.05877273,31,47,61,71,720,28,71,68,95,960
32,67,36,35,35.0142828,31,47,62,73,806,27,71,68,95,984
32,64,38,37,32.01562119,31,48,60,72,696,26,70,66,94,960
29,66,37,36,37.01351105,28,49,61,76,891,28,76,63,97,735
35,67,39,36,32.14031736,32,49,63,75,806,30,72,68,95,874
34,68,34,32,34.05877273,29,40,72,76,1548,29,68,71,93,1050
34,66,39,35,32.24903099,33,48,63,73,750,29,70,70,94,984
30,68,36,34,38.05259518,31,49,63,76,864,29,70,70,94,984
32,68,37,35,36.05551275,32,48,64,74,832,29,73,67,96,874
34,67,36,34,33.06055051,34,47,63,71,696,29,70,69,94,960
34,67,38,37,33.01514804,34,49,63,73,696,29,70,69,94,960
34,67,38,37,33.01514804,32,48,64,74,832,29,70,69,94,960
66,30,37,42,36.34556369,32,51,63,76,775,32,75,69,97,814
67,31,37,42,36.34556369,31,50,63,77,864,34,76,69,97,735
30,64,42,34,34.92849839,32,50,61,74,696,34,75,71,97,814
29,63,43,34,35.17101079,30,48,62,75,864,32,73,72,97,960
34,68,35,32,34.13209633,29,42,71,77,1470,30,69,70,93,960
28,68,41,32,41,31,49,68,80,1147,30,69,70,93,960
28,68,42,31,41.48493703,31,48,69,79,1178,30,69,70,93,960
29,65,40,32,36.87817783,31,46,63,73,864,33,71,74,96,1025
31,66,40,30,36.40054945,33,46,65,72,832,34,71,76,96,1050
31,66,40,31,36.138622,34,47,64,72,750,35,71,76,96,1025
31,66,40,31,36.138622,33,46,64,72,806,35,72,75,96,960
30,63,40,31,34.20526275,32,47,62,72,750,33,71,73,95,960
31,65,41,31,35.44009029,32,46,63,72,806,35,71,75,95,960
30,64,41,33,34.92849839,31,47,61,72,750,33,71,73,95,960
29,66,41,32,38.07886553,30,48,64,77,986,35,76,71,98,792
34,69,34,33,35.0142828,31,43,71,76,1320,29,69,71,94,1050
26,64,41,32,39.05124838,28,48,64,78,1080,36,77,71,98,735
28,65,40,33,37.65634077,31,48,64,75,891,34,75,72,98,874
27,64,41,32,38.07886553,30,48,63,75,891,34,75,71,97,814
28,65,41,33,37.85498646,32,49,63,75,806,33,74,72,97,897
28,64,42,35,36.67424164,31,49,62,75,806,35,75,70,96,735
28,64,42,35,36.67424164,31,49,62,75,806,35,75,70,96,735
28,65,42,34,37.85498646,30,49,64,77,952,36,77,70,98,714
28,66,43,34,39.05124838,30,51,64,80,986,37,79,70,98,627
30,64,42,34,34.92849839,32,49,61,73,696,34,74,71,96,814
28,66,39,33,38.47076812,32,48,63,74,806,32,72,75,98,1118
69,34,33,34,35.0142828,31,42,71,76,1360,30,69,71,93,984
28,65,40,33,37.65634077,30,48,62,75,864,31,72,74,98,1118
30,67,40,31,38.07886553,31,47,66,76,1015,38,78,72,98,680
29,64,41,33,35.90264614,29,48,64,77,1015,33,75,71,98,874
26,65,41,34,39.62322551,29,49,63,77,952,36,78,70,98,680
28,65,41,33,37.85498646,28,48,63,77,1015,35,77,71,98,756
28,66,40,32,38.83297568,30,48,65,77,1015,33,75,72,98,897
28,66,40,32,38.83297568,32,48,64,74,832,34,73,73,96,897
29,65,39,31,36.87817783,32,47,63,73,806,34,73,73,96,897
30,66,41,32,37.10795063,32,48,65,75,891,37,76,72,97,735
28,65,41,33,37.85498646,30,48,64,76,952,34,74,71,96,814
33,67,36,35,34.0147027,28,42,70,77,1470,30,70,68,93,874
27,65,39,31,38.83297568,29,46,64,75,1015,34,75,71,97,814
27,64,39,32,37.65634077,29,47,62,74,891,32,73,72,97,960
27,65,39,31,38.83297568,29,47,64,76,1015,33,76,69,98,792
27,64,39,32,37.65634077,30,47,62,74,864,32,73,71,96,897
26,64,39,31,38.83297568,28,46,64,76,1080,35,76,70,97,735
65,26,35,42,39.62322551,29,51,64,80,1015,40,81,68,97,448
28,64,42,34,36.87817783,31,50,64,77,891,36,78,70,98,680
29,64,42,34,35.90264614,32,50,63,76,806,35,76,71,97,756
64,29,34,42,35.90264614,33,50,63,75,750,34,73,73,96,897
66,30,33,41,36.87817783,33,49,64,74,775,35,75,73,98,874
35,67,37,34,32.14031736,30,44,71,78,1394,32,71,68,93,792
30,65,41,33,35.90264614,33,48,64,74,806,34,73,74,97,960
28,66,41,34,38.63935817,31,49,64,77,924,36,77,70,97,680
28,65,42,33,38.07886553,29,50,64,79,1015,38,80,69,98,558
30,66,41,34,36.67424164,32,49,64,76,864,35,75,72,97,814
30,66,40,33,36.67424164,32,48,63,74,806,33,72,74,97,1025
29,63,41,34,34.71310992,32,49,61,73,696,30,71,73,97,1118
30,64,42,35,34.71310992,32,49,60,72,644,33,72,71,95,874
30,63,42,34,33.95585369,32,49,60,73,672,34,72,72,95,874
30,64,41,35,34.525353,32,50,62,75,750,32,72,73,96,984
30,63,42,35,33.73425559,32,49,61,73,696,33,72,72,96,936
34,66,37,35,32.06243908,29,43,69,77,1360,30,70,68,92,836
30,63,41,34,33.73425559,32,49,61,73,696,33,72,71,95,874
29,65,41,35,36.49657518,32,49,62,74,750,32,72,73,97,1025
29,63,43,34,35.17101079,32,50,63,75,775,32,72,73,97,1025
30,66,42,35,36.67424164,32,50,64,76,832,36,77,70,97,680
29,65,41,33,36.87817783,31,48,63,75,864,34,75,70,97,792
29,67,40,34,38.47076812,31,48,65,76,952,35,75,72,97,814
30,68,41,34,38.63935817,30,47,67,77,1110,36,78,71,99,735
28,66,41,34,38.63935817,30,47,66,77,1080,34,77,71,99,814
28,66,41,34,38.63935817,28,48,65,79,1147,34,77,71,99,814
29,66,42,35,37.65634077,30,48,64,76,952,37,78,69,97,608
29,66,42,35,37.65634077,27,46,64,77,1147,28,72,67,95,897
33,65,37,34,32.14031736,29,44,67,75,1178,30,70,68,93,874
33,65,37,34,32.14031736,31,49,65,77,952,38,78,71,98,660
30,69,42,33,40.02499219,31,48,67,78,1080,43,81,71,98,476
30,68,41,34,38.63935817,31,49,67,79,1080,38,79,70,98,608
30,67,41,34,37.65634077,31,47,65,75,952,36,76,71,97,735
65,30,37,44,35.6931366,32,50,64,76,832,36,78,69,98,660
30,64,43,36,34.71310992,31,49,62,75,806,34,75,70,96,756
63,29,36,43,34.71310992,30,49,62,75,832,33,76,67,96,680
63,29,35,42,34.71310992,31,48,62,74,806,32,73,70,96,874
26,64,40,34,38.47076812,30,48,61,74,806,31,74,70,97,897
64,28,37,43,36.49657518,29,49,62,77,924,34,78,67,98,660
32,66,35,33,34.05877273,32,49,71,82,1287,37,79,67,97,540
65,30,36,43,35.6931366,30,49,62,75,832,33,76,67,97,714
30,64,43,36,34.71310992,31,50,62,75,775,34,77,67,97,660
30,64,43,36,34.71310992,31,49,63,76,864,33,76,67,97,714
31,67,41,34,36.67424164,31,49,64,76,891,33,74,71,96,836
63,29,36,43,34.71310992,29,49,61,76,864,31,74,68,96,814
29,65,41,35,36.49657518,31,49,62,75,806,35,78,68,98,660
65,31,37,43,34.525353,32,51,64,78,864,36,79,70,99,680
66,29,37,42,37.33630941,31,51,63,78,864,35,80,67,99,608
30,66,41,35,36.49657518,31,50,63,77,864,36,79,69,99,660
65,29,36,41,36.34556369,31,50,61,75,750,31,76,67,97,756
33,67,35,35,34,33,50,70,80,1110,31,76,67,97,756
65,31,36,43,34.71310992,33,51,63,76,750,31,76,67,97,756
65,29,37,43,36.49657518,32,52,62,77,750,33,78,67,98,680
67,29,36,42,38.47076812,31,51,64,78,891,33,78,67,98,680
65,29,36,42,36.49657518,31,50,61,75,750,33,78,66,98,660
63,30,36,42,33.54101966,32,50,60,73,644,32,73,70,96,874
29,63,41,36,34.36568055,31,50,61,75,750,31,75,68,97,814
28,64,40,34,36.49657518,29,49,62,76,891,32,79,64,98,608
30,64,41,34,34.71310992,32,49,62,74,750,32,75,69,97,814
28,67,40,33,39.62322551,30,49,65,78,1015,32,75,69,97,814
28,67,40,33,39.62322551,30,49,65,78,1015,32,75,69,97,814
32,67,38,36,35.05709629,33,52,71,83,1178,36,80,66,98,540
66,30,36,42,36.49657518,32,51,64,77,832,37,80,67,98,540
63,30,37,43,33.54101966,32,53,61,77,696,34,79,66,98,608
65,31,38,44,34.525353,33,52,62,76,696,35,79,68,98,627
66,31,35,43,35.90264614,32,51,63,76,775,35,79,67,98,608
65,29,36,42,36.49657518,32,50,63,75,775,34,78,67,98,660
29,66,41,35,37.48332963,31,49,64,76,891,34,78,68,98,680
66,29,36,41,37.33630941,31,49,63,76,864,33,77,68,98,735
30,66,42,35,36.67424164,31,49,64,76,891,34,79,66,98,608
66,31,36,43,35.6931366,31,50,64,78,924,35,79,68,99,660
65,29,35,41,36.49657518,32,49,62,74,750,33,76,70,98,814
32,66,36,35,34.0147027,32,50,70,82,1216,36,79,67,97,558
32,66,36,35,34.0147027,31,49,64,76,891,34,79,67,99,660
66,29,37,42,37.33630941,31,51,63,77,832,37,81,67,99,540
29,66,42,35,37.65634077,30,50,63,77,891,34,79,67,99,660
29,67,41,35,38.47076812,30,50,64,78,952,37,80,68,98,558
27,66,41,35,39.45883931,29,49,64,78,1015,34,78,68,98,680
65,31,36,42,34.525353,32,50,63,76,806,35,79,67,98,608
31,67,41,35,36.49657518,32,49,63,75,806,34,76,69,97,735
31,66,41,36,35.35533906,33,49,64,74,775,35,77,67,96,608
31,66,41,35,35.51056181,32,50,64,77,864,35,78,67,97,608
67,30,37,43,37.48332963,32,51,64,77,832,38,81,67,99,522
33,66,36,36,33,33,50,70,80,1110,33,75,70,97,814
30,65,41,35,35.51056181,31,50,63,76,832,35,78,67,97,608
66,29,36,42,37.48332963,31,50,63,76,832,35,79,68,98,627
65,28,36,41,37.33630941,29,50,62,77,891,33,79,67,99,680
64,30,37,43,34.525353,30,51,63,78,891,33,79,66,99,660
66,30,36,43,36.67424164,32,51,65,78,891,33,79,66,99,660
66,31,36,43,35.6931366,31,51,64,79,924,38,82,66,98,448
65,29,36,42,36.49657518,31,51,63,77,832,34,78,66,97,608
66,31,34,41,35.6931366,31,49,64,77,924,34,78,68,98,680
30,65,41,34,35.6931366,32,49,63,75,806,34,77,68,97,680
66,31,35,42,35.6931366,32,49,62,74,750,33,76,70,98,814
67,31,35,35,36,32,49,62,74,750,36,81,65,98,493
66,31,35,42,35.6931366,32,49,64,76,864,36,78,69,98,660
65,30,35,42,35.6931366,31,50,63,76,832,35,78,68,98,660
67,30,35,42,37.65634077,32,50,65,78,924,36,80,67,99,589
66,30,36,42,36.49657518,32,50,63,76,806,36,79,68,98,608
29,65,41,35,36.49657518,31,50,62,76,806,35,78,68,97,627
66,30,35,43,36.87817783,32,50,63,76,806,34,78,67,98,660
29,65,42,35,36.67424164,31,50,63,77,864,36,80,67,98,558
65,29,36,43,36.67424164,32,51,64,78,864,36,79,68,98,608
65,31,35,44,35.17101079,32,51,63,77,806,36,79,68,98,608
65,30,36,43,35.6931366,32,51,63,77,806,35,78,69,98,680
67,33,37,37,34,32,52,71,84,1248,34,79,65,97,558
65,30,36,43,35.6931366,32,51,63,77,806,35,79,68,99,660
30,65,42,36,35.51056181,32,51,62,76,750,35,78,67,97,608
65,29,36,42,36.49657518,31,50,62,76,806,34,78,67,97,627
65,30,35,42,35.6931366,32,51,62,76,750,35,78,67,97,608
67,29,36,42,38.47076812,32,51,64,78,864,40,82,68,98,448
67,31,35,42,36.67424164,32,51,64,78,864,35,79,67,98,608
30,64,42,35,34.71310992,32,50,62,75,750,34,78,67,98,660
30,64,42,35,34.71310992,32,50,63,76,806,34,78,67,98,660
30,65,42,34,35.90264614,31,50,63,76,832,34,77,69,98,735
29,66,42,35,37.65634077,31,50,63,77,864,35,79,68,99,660
34,66,35,36,32.01562119,32,50,70,82,1216,32,74,69,96,814
29,65,42,35,36.67424164,31,49,63,75,832,35,77,69,97,680
30,65,42,36,35.51056181,32,51,62,76,750,34,78,67,98,660
65,31,36,43,34.71310992,32,51,63,77,806,35,78,68,98,660
64,30,35,42,34.71310992,32,51,62,76,750,34,77,69,98,735
29,66,43,35,37.85498646,30,51,63,78,891,34,77,69,98,735
29,66,43,35,37.85498646,31,50,63,76,832,35,79,68,99,660
31,64,43,35,33.95585369,31,49,63,76,864,34,76,69,97,735
29,65,42,35,36.67424164,31,49,62,75,806,34,77,69,98,735
28,65,43,36,37.65634077,30,50,62,77,864,34,79,67,99,660
29,65,41,33,36.87817783,31,48,63,75,864,34,78,68,98,680
66,31,35,34,35.0142828,30,50,69,83,1287,32,79,62,97,540
29,64,40,34,35.51056181,30,49,61,74,775,32,77,66,97,680
28,66,41,33,38.83297568,30,48,64,76,952,35,79,69,99,680
65,31,36,42,34.525353,33,51,63,76,750,35,78,69,98,680
29,65,42,34,36.87817783,31,50,64,77,891,34,79,68,99,680
30,63,42,35,33.73425559,31,50,63,76,832,33,77,68,98,735
29,65,40,33,36.67424164,32,49,62,74,750,34,77,68,98,714
31,64,41,34,33.73425559,33,49,62,73,696,33,74,71,97,874
31,64,42,36,33.54101966,33,50,62,74,696,34,76,69,97,735
29,66,41,34,37.65634077,33,50,62,74,696,34,78,68,99,714
31,67,41,34,36.67424164,33,49,66,76,891,36,78,68,97,608
64,34,41,34,30.8058436,26,46,58,72,832,22,72,59,94,814
66,33,35,35,33,31,50,70,82,1248,32,76,68,97,756
30,65,41,34,35.6931366,32,49,63,75,806,35,77,69,97,680
32,67,42,35,35.6931366,32,50,64,77,864,37,78,70,98,660
33,67,41,36,34.36568055,35,50,64,74,696,35,75,71,97,792
31,64,40,33,33.73425559,31,48,63,75,864,31,76,68,98,814
29,67,38,32,38.47076812,30,49,65,78,1015,33,78,69,100,792
31,63,41,35,32.55764119,33,49,59,71,572,32,72,69,94,814
31,68,41,35,37.48332963,33,51,66,78,891,32,72,69,94,814
33,69,40,34,36.49657518,34,51,67,78,891,38,80,70,99,608
33,67,40,33,34.71310992,34,51,65,77,806,37,79,70,99,660
33,67,40,33,34.71310992,33,49,64,74,775,35,76,71,97,756
30,67,36,37,37.01351105,29,52,69,85,1320,33,82,60,98,432
28,55,42,16,37.48332963,32,49,61,73,696,34,77,68,97,680
28,55,42,16,37.48332963,32,48,63,74,806,32,75,69,97,814
27,62,42,34,35.90264614,30,49,63,76,891,33,80,64,99,589
29,65,42,34,36.87817783,32,49,63,75,806,34,78,68,98,680
29,65,42,34,36.87817783,32,51,64,78,864,37,79,70,99,660
28,65,42,35,37.65634077,32,50,64,77,864,36,79,69,99,660
28,65,41,34,37.65634077,31,50,64,78,924,36,79,69,99,660
29,67,41,34,38.63935817,31,50,66,79,1015,36,80,68,99,608
30,66,42,34,36.87817783,31,50,65,78,952,37,79,69,98,608
26,65,41,33,39.81205847,29,50,65,80,1080,43,81,71,98,476
66,31,35,34,35.0142828,29,50,65,80,1080,30,76,66,98,792
64,28,34,41,36.67424164,31,51,63,77,832,36,79,68,98,608
30,65,42,35,35.6931366,33,50,63,75,750,36,75,70,95,680
30,63,41,34,33.73425559,34,50,62,73,644,35,75,70,96,735
30,62,42,34,32.984845,34,50,60,72,572,34,74,69,95,735
30,65,41,33,35.90264614,32,50,64,77,864,37,78,70,98,660
30,65,40,33,35.6931366,33,49,63,74,750,35,76,70,97,735
30,65,40,33,35.6931366,31,48,63,75,864,33,77,68,98,735
31,68,39,34,37.33630941,34,49,65,75,806,34,77,69,98,735
31,67,39,35,36.22154055,32,49,65,76,891,34,77,67,97,660
31,67,37,33,36.22154055,31,47,64,75,924,34,77,67,97,660
35,69,37,37,34,31,47,64,75,924,34,79,65,98,589
30,67,39,34,37.33630941,32,49,65,77,924,35,79,66,98,589
31,66,40,35,35.35533906,32,49,64,75,832,34,77,67,97,660
31,66,39,35,35.22782991,33,49,64,75,806,33,77,66,97,660
30,66,39,35,36.22154055,32,50,63,76,806,33,78,66,98,660
30,66,38,34,36.22154055,32,49,63,75,806,34,78,66,97,608
31,66,40,34,35.51056181,33,50,64,76,806,35,79,67,98,608
30,66,39,34,36.34556369,34,51,63,75,696,35,79,67,98,608
30,66,39,34,36.34556369,33,50,64,76,806,33,78,67,98,680
29,68,38,31,39.62322551,32,49,67,78,1015,36,78,71,99,735
29,67,41,34,38.63935817,32,50,67,79,1015,36,78,71,99,735
34,67,36,36,33,30,50,70,83,1320,36,78,71,99,735
66,29,34,41,37.65634077,32,50,67,79,1015,36,78,71,99,735
29,66,39,32,37.65634077,31,47,67,77,1080,36,79,69,99,660
31,66,40,35,35.35533906,35,50,65,74,720,36,75,71,96,735
31,66,40,35,35.35533906,34,50,64,75,750,36,75,71,96,735
29,66,41,34,37.65634077,31,50,65,78,952,38,80,68,98,540
29,64,41,33,35.90264614,31,49,64,77,924,35,78,68,98,660
29,67,40,32,38.83297568,32,49,66,78,986,37,79,71,99,680
27,64,41,33,37.85498646,31,51,63,78,864,35,79,70,100,735
28,63,43,34,36.138622,30,51,62,77,832,33,79,66,99,660
28,64,41,33,36.87817783,29,48,64,77,1015,32,78,66,99,714
35,68,35,38,33.13608305,30,51,68,83,1216,32,78,66,99,714
28,66,38,32,38.47076812,31,48,66,77,1015,36,78,69,98,660
29,64,42,34,35.90264614,30,50,64,78,952,34,80,65,99,589
31,64,41,34,33.73425559,31,49,65,77,952,35,78,68,98,660
29,66,39,33,37.48332963,31,48,67,78,1080,37,77,70,97,660
30,64,40,33,34.71310992,31,48,63,75,864,33,73,71,96,874
30,64,40,33,34.71310992,32,49,61,73,696,34,73,70,95,792
29,64,38,30,35.90264614,33,48,63,73,750,33,71,76,97,1118
28,64,38,31,36.67424164,31,47,64,74,891,35,74,72,96,814
30,65,41,33,35.90264614,33,50,65,76,832,37,78,70,97,627
28,66,39,32,38.63935817,32,49,66,77,952,38,79,70,98,608
32,66,37,37,34,32,49,66,77,952,35,82,63,98,448
29,64,41,33,35.90264614,31,50,64,78,924,35,82,63,98,448
29,65,40,32,36.87817783,32,48,66,76,952,35,78,70,99,735
30,66,41,32,37.10795063,32,48,67,77,1015,35,78,69,99,714
30,66,41,32,37.10795063,32,48,66,77,986,36,76,75,99,897
30,66,41,32,37.10795063,31,47,66,76,1015,39,77,72,97,660
30,66,41,32,37.10795063,30,48,65,77,1015,39,78,71,97,608
28,66,42,33,39.05124838,33,49,67,77,952,40,79,72,98,608
30,66,40,34,36.49657518,34,49,63,73,696,34,75,72,98,874
65,30,33,41,35.90264614,34,51,65,77,806,36,77,70,97,680
65,30,33,41,35.90264614,34,51,65,77,806,36,77,70,97,680
33,67,35,36,34.0147027,32,50,70,81,1178,34,75,69,96,735
28,66,41,33,38.83297568,32,50,64,77,864,36,76,72,97,756
29,65,41,32,37.10795063,32,49,64,76,864,36,75,72,96,756
30,66,41,33,36.87817783,33,49,66,77,924,36,78,70,98,680
27,66,40,33,39.62322551,31,49,65,78,986,36,79,69,99,660
27,65,42,34,38.83297568,29,51,65,81,1080,36,79,69,99,660
29,65,41,33,36.87817783,33,50,65,76,832,38,79,70,98,608
30,67,40,30,38.32753579,33,49,67,77,952,42,78,75,98,660
28,65,41,32,38.07886553,31,49,65,77,952,42,78,75,98,660
29,64,41,32,36.138622,31,49,66,78,1015,42,78,75,98,660
29,65,40,33,36.67424164,33,48,66,76,924,36,75,74,98,874
33,67,36,37,34.0147027,33,48,66,76,924,36,79,66,97,540
29,66,41,33,37.85498646,33,49,66,76,891,38,77,72,97,680
30,66,42,31,37.64306045,33,49,67,77,952,38,78,72,99,714
30,67,42,32,38.32753579,33,49,67,77,952,38,78,73,99,735
29,63,39,30,35.17101079,33,47,64,73,806,33,71,78,98,1215
63,27,29,37,36.87817783,32,45,63,71,806,31,69,77,96,1242
63,27,29,37,36.87817783,32,49,66,77,952,36,78,70,98,680
63,27,29,37,36.87817783,32,49,66,77,952,36,78,70,98,680
29,67,40,32,38.83297568,32,50,66,78,952,39,81,70,99,558
29,67,39,33,38.47076812,31,48,66,77,1015,39,80,69,98,540
29,64,38,33,35.35533906,31,49,65,77,952,35,78,68,98,660
66,29,35,36,37.01351105,31,49,65,77,952,35,78,68,98,660
29,67,40,31,39.05124838,33,49,68,78,1015,37,78,70,98,660
29,66,41,31,38.32753579,33,49,67,77,952,38,77,75,99,814
29,66,41,31,38.32753579,33,48,65,74,832,34,74,73,97,897
32,68,41,35,36.49657518,34,49,67,76,891,37,77,71,97,680
31,67,41,32,37.10795063,34,48,68,76,952,37,76,73,98,792
31,67,41,32,37.10795063,31,48,65,76,952,34,76,69,97,735
27,67,39,31,40.79215611,30,48,67,79,1147,36,79,68,98,608
27,67,39,31,40.79215611,33,49,68,78,1015,40,79,71,97,558
27,67,39,31,40.79215611,31,49,65,77,952,38,79,70,98,608
28,64,41,32,37.10795063,33,49,65,76,864,35,77,73,99,836
68,36,37,39,32.06243908,39,52,65,73,546,28,71,70,96,1050
68,36,37,39,32.06243908,37,51,60,70,437,24,66,73,96,1470
31,66,37,38,35.0142828,31,48,66,77,1015,28,71,70,96,1050
31,66,37,38,35.0142828,33,53,69,83,1080,42,81,70,98,476
66,31,38,40,35.05709629,34,54,58,74,480,42,81,70,98,476
36,61,41,38,25.17935662,33,48,61,71,644,42,81,70,98,476
36,61,41,38,25.17935662,37,50,74,81,1147,42,81,70,98,476
65,31,37,39,34.05877273,35,50,68,77,891,42,81,70,98,476
61,33,35,38,28.16025568,36,46,65,70,696,34,68,74,92,960
68,32,36,35,36.01388621,36,49,62,70,546,25,67,73,95,1344
28,58,42,34,31.04834939,33,50,58,70,500,37,78,70,98,660
29,64,36,33,35.12833614,34,50,55,68,378,27,70,67,94,960
62,28,36,44,34.92849839,34,58,60,80,572,41,82,69,99,476
71,35,40,36,36.22154055,39,47,73,75,952,27,66,76,95,1421
32,65,36,37,33.01514804,35,49,60,69,500,25,66,69,92,1144
32,65,36,37,33.01514804,29,48,62,75,891,24,70,68,96,1144
32,65,36,37,33.01514804,37,47,64,69,594,24,71,69,98,1215
31,66,40,41,35.0142828,33,54,58,75,525,30,78,63,98,660
30,66,41,34,36.67424164,40,53,65,73,500,43,78,75,97,608
